"CID","CanonicalSMILES","IUPACName","Title","MolecularFormula","MolecularWeight","XLogP","HBondDonorCount","HBondAcceptorCount"
595,"C(C(C(=O)O)N)SSCC(C(=O)O)N","2-amino-3-[(2-amino-2-carboxyethyl)disulfanyl]propanoic acid","Cystine","C6H12N2O4S2",240.3,-6.3,4,8
596,"C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O","4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one","Cytosar","C9H13N3O5",243.22,-2.100,4,5
597,"C1=C(NC(=O)N=C1)N","6-amino-1H-pyrimidin-2-one","Cytosine","C4H5N3O",111.10,-1.700,2,2
598,"C(CS(=O)(=O)O)S","2-sulfanylethanesulfonic acid","2-Mercaptoethanesulfonic acid","C2H6O3S2",142.20,-0.6,2,4
599,"C(C(C(=O)O)O)C(=O)C(=O)O","2-hydroxy-4-oxopentanedioic acid","4-Hydroxy-2-oxoglutaric acid","C5H6O6",162.10,-1.400,3,6
600,"C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O","(3,4,5-trihydroxy-6-oxooxan-2-yl)methyl dihydrogen phosphate","[(2R,3S,4S,5R)-3,4,5-trihydroxy-6-oxotetrahydro-2H-pyran-2-yl]methyl phosphate","C6H11O9P",258.12,-3.7,5,9
601,"CC(C(=O)NC(C)C(=O)O)N","2-(2-aminopropanoylamino)propanoic acid","DL-Alanyl-DL-alanine","C6H12N2O3",160.17,-3.3,3,4
602,"CC(C(=O)O)N","2-aminopropanoic acid","DL-Alanine","C3H7NO2",89.09,-3.000,2,3
603,"C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O","(2,3,4,6-tetrahydroxy-5-oxohexyl) dihydrogen phosphate","DL-Fructose-6-phosphate","C6H13O9P",260.14,-4.3,6,9
604,"C(C(C(C(C(C(=O)O)O)O)O)O)O","2,3,4,5,6-pentahydroxyhexanoic acid","2,3,4,5,6-Pentahydroxyhexanoic acid","C6H12O7",196.16,-3.4,6,7
605,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C[N+](C)(C)C)O)O","[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutyl]-trimethylazanium","[4-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutyl]-trimethylazanium","C28H50N8O18P3S+",911.7,-6.3,10,23
606,"C1=C(NC=N1)C(C(COP(=O)(O)O)O)O","[2,3-dihydroxy-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate","Imidazole glycerol phosphate","C6H11N2O6P",238.14,-3.2,5,7
607,"C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O","2,3,4,5-tetrahydroxyhexanedioic acid","Tetrahydroxyadipic acid","C6H10O8",210.14,-2.500,6,8
608,"C(C(C1C(C(C(=O)O1)O)O)O)O","5-(1,2-dihydroxyethyl)-3,4-dihydroxyoxolan-2-one","D-Galactonic acid, gamma-lactone","C6H10O6",178.14,-2.0,4,6
609,"C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O","(5-amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate","(5-Amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate","C6H14NO8P",259.15,-6.8,6,9
610,"C1(C(C(OC(C1O)O)C(=O)O)O)O","3,4,5,6-tetrahydroxyoxane-2-carboxylic acid","Hexuronic Acid","C6H10O7",194.14,-2.3,5,7
611,"C(CC(=O)O)C(C(=O)O)N","2-aminopentanedioic acid","DL-Glutamic acid","C5H9NO4",147.13,-3.700,3,5
612,"CC(C(=O)O)O","2-hydroxypropanoic acid","Lactic acid","C3H6O3",90.08,-0.700,2,3
613,"CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-methyl-3-oxopropanoic acid","Methylmalonyl CoA; (Acyl-CoA); [M+H]+","C25H40N7O19P3S",867.6,-5.4,10,24
614,"C1CC(NC1)C(=O)O","pyrrolidine-2-carboxylic acid","DL-Proline","C5H9NO2",115.13,-2.500,2,3
615,"C(C(C(C(=O)COP(=O)(O)O)O)O)O","(3,4,5-trihydroxy-2-oxopentyl) dihydrogen phosphate","[(3R)-3,4,5-Trihydroxy-2-oxopentyl] dihydrogen phosphate","C5H11O8P",230.11,-3.7,5,8
616,"C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O","(2,3,4,5,7-pentahydroxy-6-oxoheptyl) dihydrogen phosphate","D-Sedoheptulose 7-phosphate","C7H15O10P",290.16,-5.0,7,10
617,"C(C(C(=O)O)N)O","2-amino-3-hydroxypropanoic acid","DL-Serine","C3H7NO3",105.09,-3.100,3,4
618,"C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O","2,3,4,5,6-pentahydroxyhexyl dihydrogen phosphate","Alditol 6-phosphate","C6H15O9P",262.15,-4.7,7,9
619,"C(C(C(C(=O)CO)O)O)O","1,3,4,5-tetrahydroxypentan-2-one","1,3,4,5-Tetrahydroxypentan-2-one","C5H10O5",150.13,-2.6,4,5
620,"C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O","[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","[5-(6-Aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","C10H15N5O9P2",411.20,-3.300,5,13
621,"C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O","[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate","Adenosine, 5'-phosphoric acid","C10H14N5O6P",331.22,-2.200,4,10
622,"C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","[[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","2'-Deoxyadenosine 5'-triphosphate disodium salt(dATP)","C10H16N5O12P3",491.18,-4.400,6,16
623,"C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O","[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","2'-Deoxycytidine-5'-diphosphate sodium salt","C9H15N3O10P2",387.18,-4.500,5,10
624,"C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O","[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate","Cytidine 5'-(dihydrogen phosphate)","C9H14N3O7P",307.20,-3.400,4,7
625,"C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","[[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","[[5-(4-Amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","C9H16N3O13P3",467.16,-5.600,6,13
626,"C(C(C(C(CO)O)O)O)C(=O)O","3,4,5,6-tetrahydroxyhexanoic acid","3,4,5,6-Tetrahydroxyhexanoic acid","C6H12O6",180.16,-2.8,5,6
627,"C(C(C(C(=O)CC(=O)O)O)O)O","4,5,6-trihydroxy-3-oxohexanoic acid","CID 627","C6H10O6",178.14,-2.300,4,6
628,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O","1-[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid","1-[5-[[[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid","C21H27N6O15P2+",665.4,-5.300,8,19
629,"CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=O)NC2=O)N)C(=N)N","3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid","3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid","C17H25N7O6",423.4,-4.9,6,8
630,"C1C(C(C(=O)CC1(C(=O)O)O)O)O","1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid","1,3,4-Trihydroxy-5-oxocyclohexane-1-carboxylic acid","C7H10O6",190.15,-2.4,4,6
631,"CCCCCCCCCCCCCCCC(=O)C(CO)N","2-amino-1-hydroxyoctadecan-3-one","2-Amino-1-hydroxyoctadecan-3-one","C18H37NO2",299.5,5.7,2,3
632,"C1CC(N=C(C1)C(=O)O)C(=O)O","2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid","2,3,4,5-Tetrahydropyridine-2,6-dicarboxylic acid","C7H9NO4",171.15,-0.2,2,5
633,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C","2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione","2-(3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione","C50H70O2",703.1,16.800,0,2
634,"C1C(C(OC1OP(=O)(O)O)CO)O","[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate","[4-Hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate","C5H11O7P",214.11,-2.1,4,7
635,"C1C(C(OC1O)COP(=O)(O)O)O","(3,5-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate","(3,5-Dihydroxyoxolan-2-yl)methyl dihydrogen phosphate","C5H11O7P",214.11,-2.6,4,7
636,"C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O","5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol","Adenosine, 2'-deoxy-","C10H13N5O3",251.24,-0.500,3,7
637,"C1C(C(OC1N2C=CC(=NC2=O)N)CO)O","4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one","Cytosine deoxyribonucleoside","C9H13N3O4",227.22,-1.800,3,4
638,"C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O","2-amino-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one","","C10H13N5O4",267.24,-1.300,4,5
639,"C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O","9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one","","C10H12N4O4",252.23,-1.700,3,5
640,"C1C(C(OC1N2C=CC(=O)NC2=O)CO)O","1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione","Uridine, 2'-deoxy-","C9H12N2O5",228.20,-1.600,3,5
641,"CC(=O)C(C(COP(=O)(O)O)O)O","(2,3-dihydroxy-4-oxopentyl) dihydrogen phosphate","3,4,5-Trihydroxy-2-pentanone 5-phosphate","C5H11O7P",214.11,-3.1,4,7
642,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O","[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate","3'-Dephosphocoenzyme A, >=90% (HPLC)","C21H35N7O13P2S",687.6,-4.700,9,18
643,"CC1C(NC(=O)N1)CCCCCC(=O)O","6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid","Desthiobiotin","C10H18N2O3",214.26,0.800,3,3
644,"C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O","[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","","C10H15N5O10P2",427.20,-4.000,6,11
645,"C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O","[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate","","C10H14N5O7P",347.22,-2.900,5,8
646,"C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","[[5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","","C10H16N5O13P3",507.18,-5.100,7,14
647,"CC(=CCOP(=O)(O)OP(=O)(O)O)C","3-methylbut-2-enyl phosphono hydrogen phosphate","Dimethylallyl diphosphate","C5H12O7P2",246.09,-1.1,3,7
648,"C1C(NC(=O)NC1=O)C(=O)O","2,6-dioxo-1,3-diazinane-4-carboxylic acid","Dihydroorotic acid","C5H6N2O4",158.11,-1.5,3,4
649,"C1CNC(=O)NC1=O","1,3-diazinane-2,4-dione","Dihydrouracil","C4H6N2O2",114.10,-1.1,2,2
650,"CC(=O)C(=O)C","butane-2,3-dione","2,3-Butanedione","C4H6O2",86.09,-1.300,0,2
651,"C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)N)O)O)OP(=O)(O)O","[5-[(2,5-diamino-4-oxo-1H-pyrimidin-6-yl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","","C9H16N5O8P",353.23,-4.7,8,10
652,"CC(C(CCCCCC(=O)O)N)N","7,8-diaminononanoic acid","7,8-Diaminononanoic acid","C9H20N2O2",188.27,-2.3,3,4
653,"C1=CC=C2C(=C1)C(=O)C(=C(O2)O)CC3=C(OC4=CC=CC=C4C3=O)O","2-hydroxy-3-[(2-hydroxy-4-oxochromen-3-yl)methyl]chromen-4-one","","C19H12O6",336.3,2.100,2,6
654,"CCOP(=O)(O)OCC","diethyl hydrogen phosphate","Diethyl hydrogen phosphate","C4H11O4P",154.10,-0.3,1,4
655,"CCOP(=S)(O)OCC","diethoxy-hydroxy-sulfanylidene-lambda5-phosphane","O,O-Diethyl hydrogen thiophosphate","C4H11O3PS",170.17,1.4,1,4
656,"CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O","13-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid","13-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid","C34H64O13",680.9,5.3,8,13
657,"CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O","13-[3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid","13-[3-[6-(Acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid","C36H66O14",722.9,5.3,7,14
658,"CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)COC(=O)C)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O","13-[6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid","13-[6-(Acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid","C38H68O15",764.9,5.3,6,15
659,"C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(CO)O)O","2-amino-6-(1,2,3-trihydroxypropyl)-7,8-dihydro-1H-pteridin-4-one","","C9H13N5O4",255.23,-3.300,6,6
660,"C1CC(=O)OC2=CC=CC=C21","3,4-dihydrochromen-2-one","3,4-Dihydrocoumarin","C9H8O2",148.16,1.6,0,2
661,"C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O","2-[[4-[(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid","","C19H21N7O6",443.4,-0.9,7,9
662,"C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O","3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one","Dihydrokaempferol","C15H12O6",288.25,1.8,4,6
663,"C(CCC(=O)N)CC(CCS)S","6,8-bis(sulfanyl)octanamide","Dihydrolipoamide","C8H17NOS2",207.4,1.1,3,3
664,"C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)O)O)O","[3-(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)-2,3-dihydroxypropyl] dihydrogen phosphate","","C9H14N5O7P",335.21,-4.4,7,9
665,"C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O","[[3-(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate","","C9H16N5O13P3",495.17,-6.5,9,15
666,"C1C(=NC2=C(N1)NC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O","(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methyl phosphono hydrogen phosphate","","C7H11N5O8P2",355.14,-4.2,6,10
667,"CC1(C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=CC(=N2)C1CCC(=O)O)N5)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CC(=O)O","3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid","3-[7,13,17-Tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid","C42H50N4O16",866.9,-0.1,11,18
668,"C(C(=O)COP(=O)(O)O)O","(3-hydroxy-2-oxopropyl) dihydrogen phosphate","Dihydroxyacetone phosphate","C3H7O6P",170.06,-2.5,3,6
669,"CC(=O)C(COP(=O)(O)O)O","(2-hydroxy-3-oxobutyl) dihydrogen phosphate","2-Hydroxy-3-oxobutyl phosphate","C4H9O6P",184.08,-2.5,3,6
670,"C(C(=O)CO)O","1,3-dihydroxypropan-2-one","Dihydroxyacetone","C3H6O3",90.08,-1.4,2,3
671,"C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O","1,4-dihydroxynaphthalene-2-carboxylic acid","1,4-Dihydroxy-2-naphthoic acid","C11H8O4",204.18,2.5,3,4
672,"CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)C","6,7-dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione","6,7-Dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione","C13H18N4O6",326.31,-2.7,5,7
673,"CN(C)CC(=O)O","2-(dimethylamino)acetic acid","N,N-dimethylglycine","C4H9NO2",103.12,-2.900,1,3
674,"CNC","N-methylmethanamine","Dimethylamine","C2H7N",45.08,-0.200,1,1
675,"CC1=CC2=C(C=C1C)N=CN2","5,6-dimethyl-1H-benzimidazole","5,6-Dimethylbenzimidazole","C9H10N2",146.19,2.400,1,1
676,"C1C(C(OC1N2C=NC3=C2NC=NC3=O)COP(=O)(O)O)O","[3-hydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate","","C10H13N4O7P",332.21,-3.400,4,8
677,"CC(C)(C(C(=O)O)O)O","2,3-dihydroxy-3-methylbutanoic acid","2,3-Dihydroxy-3-methylbutanoic acid","C5H10O4",134.13,-0.9,3,4
678,"C1C(C(OC1N2C=NC3=C2NC=NC3=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","[hydroxy-[[3-hydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methoxy]phosphoryl] phosphono hydrogen phosphate","","C10H15N4O13P3",492.17,-5.500,6,14
679,"CS(=O)C","methylsulfinylmethane","Dimethyl sulfoxide","C2H6OS",78.14,-0.6,0,2
680,"CCC(=CCCCC(C)CCOP(=O)(O)O)C","3,8-dimethyldec-7-enyl dihydrogen phosphate","3,8-Dimethyldec-7-enyl dihydrogen phosphate","C12H25O4P",264.30,3.100,2,4
681,"C1=CC(=C(C=C1CCN)O)O","4-(2-aminoethyl)benzene-1,2-diol","Dopamine","C8H11NO2",153.18,-1.000,3,3
682,"C1=CC(=O)C(=O)C=C1CC(C(=O)O)N","2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid","L-dopaquinone","C9H9NO4",195.17,-3.4,2,5
683,"C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O","phosphono 2-hydroxy-3-phosphonooxypropanoate","Glyceric acid 1,3-biphosphate","C3H8O10P2",266.04,-3.9,5,10
684,"CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O","[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","dTDP-glucose dianion","C16H26N2O16P2",564.3,-5.500,8,16
685,"CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O","(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate","(3,4-Dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate","C16H24N2O15P2",546.31,-4.4,6,15
686,"CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O","[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate","[Hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate","C16H26N2O15P2",548.33,-4.8,7,15
687,"C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O","[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","[5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","C9H14N2O11P2",388.16,-4.400,5,11
688,"C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O","[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate","2'-Deoxyuridine 5'-mono-phos-phate","C9H13N2O8P",308.18,-3.300,4,8
689,"C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","[[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","[[5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","C9H15N2O14P3",468.14,-5.500,6,14
690,"CC1=NCCC(N1)C(=O)O","2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid","2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine","C6H10N2O2",142.16,-0.8,2,3
691,"C1=CC=C(C=C1)C=C(C(=O)O)O","2-hydroxy-3-phenylprop-2-enoic acid","enol-Phenylpyruvic acid","C9H8O3",164.16,1.7,2,3
692,"C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O","N-[7,11-bis[(2,3-dihydroxybenzoyl)amino]-2,6,10-trioxo-1,5,9-trioxacyclododec-3-yl]-2,3-dihydroxybenzamide","Enterochellin","C30H27N3O15",669.5,2.3,9,15
693,"CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC1C(O1)(C)C)C)C)C","2,2-dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane","2,2-Dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane","C30H50O",426.7,10.3,0,1
694,"C1=CC(=CN=C1)C=NO","N-(pyridin-3-ylmethylidene)hydroxylamine","N-[(pyridin-3-yl)methylidene]hydroxylamine","C6H6N2O",122.12,0.6,1,3
695,"C(C(C(C(=O)[O-])O)O)OP(=O)(O)O","2,3-dihydroxy-4-phosphonooxybutanoate","2,3-Dihydroxy-4-phosphonooxybutanoate","C4H8O8P-",215.08,-2.6,4,8
696,"C(C(C(C(=O)O)O)O)OP(=O)(O)O","2,3-dihydroxy-4-phosphonooxybutanoic acid","2,3-Dihydroxy-4-phosphonooxybutanoic acid","C4H9O8P",216.08,-3.2,5,8
