"Source Name","Live Substance Count","On-Hold Substance Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Update"
"Win-Win Chemical",25043,"","Chemical Vendors","https://www.win-winchemical.com/",24462,"Win-Win Chemical CO., Limited","Kingsley Huang","No.49 YuShi West Road, Longwan District","Wenzhou","Zhejiang",325000,"China","2020/12/22"
"Wolschendorf Lab, School of Medicine, University of Alabama at Birmingham",40771,"","Research and Development","https://scholars.uab.edu/display/fwolsche",20998,"University of Alabama at Birmingham","Frank Wolschendorf","1900 University Boulevard","Birmingham","Alabama",35294,"United States","2018/04/11"
"Wolves R&D chemical",4467,"","Chemical Vendors","http://www.wolveschemical.com",5523,"EBUYCHEM LIMITED","steven liu","2nd floor, Chemical Building, No. 1000 Xuefu Road, Jinshan District","Shanghai","Shanghai",200512,"China","2015/01/04"
"Wong's Lab, Department of Immunology, School of Medical Sciences, Health Campus, Universiti Sains Malaysia",2,"","Legacy Depositors, Research and Development","http://medic.usm.my/ms/",12063,"Universiti Sains Malaysia","Kah Keng Wong","Department of Immunology, School of Medical Sciences, Health Campus, Universiti Sains Malaysia","Kubang Kerian","Kelantan",16150,"Malaysia","2016/03/15"
"Wright Lab, Michael G DeGroote Institute for Infectious Disease Research, Department of Biochemistry & Biomedical Sciences, McMaster University",1,"","Research and Development","https://www.thewrightlab.com/",25178,"McMaster University","Min Xu","1200 Main St. West","Hamilton","Ontario","L8N 3Z5","Canada","2022/01/25"
"Wubei-Biochem",191766,"","Chemical Vendors, Legacy Depositors","http://www.wubei-biochem.com/",15747,"WUBEI BIOCHEM LIMITED","Taylor Xu","No. 1 Jinheng Street","Jinhua","Zhejiang","","China","2017/09/20"
"Wuhan Atomole Chemicals Co., Ltd.",577,"","Chemical Vendors","http://www.atomole.com",4448,"Wuhan Atomole Chemicals Co., Ltd.","Tim Wheeler","Room 310, No.1 Building, 114 Luoshi Road","Wuhan","Hubei",430079,"China","2014/09/24"
"Wutech",35611,"","Chemical Vendors, Legacy Depositors","http://www.",1301,"Tech Co., Ltd.","C Mar","na","NA","Jiangsu, China",210000,"China","2014/04/04"
"Xianzhang Bu lab, School of Pharmaceutucal Sciences, Sun Yat-sen University",3,"","Legacy Depositors, Research and Development","http://sps.sysu.edu.cn/MicrobeEn/Index.aspx",15419,"School of Pharmaceutical Sciences","Yue Xin","No. 132, Waihuan East Road","Guang Zhou","Guangdong Province",510006,"China","2017/01/03"
"Xiaojiang Lab, Kunming Institute of Botany, CAS",10,"","Research and Development","http://groups.english.kib.cas.cn/Phytochem/hxj/",14195,"Kunming Institute of botany, CAS","Yingtong Di","134 LANHEI Road","Kunming","",650201,"China","2016/07/21"
"Xinjiang Plants Resource Chemistry key Laboratory",8,"","Research and Development","http://english.xjipc.cas.cn/rh/rd/200909/t20090903_35587.html",24917,"XinJiang Technical Institute of Physics & Chemistry, Chinese Academy of Sciences","Xiaoqin Xu","Xinmin street","Urumqi","Xinjiang",830002,"China","2021/10/28"
"Xlinebio",219,"","Chemical Vendors","http://www.xlinebio.com",20915,"Zhengzhou Xlinebio technology Co., Ltd","Eric Zeng","No. 15, Zheng Gang six road","Zhengzhou","Henan",451162,"China","2018/01/12"
"xPharm: The Comprehensive Pharmacology Reference",2462,"","Journal Publishers, Legacy Depositors","https://www.researchgate.net/publication/292570602_xPharm_The_Comprehensive_Pharmacology_Reference","xPharm","Elsevier S&T Books","Tim Stevenson","14600 Catalina Street","San Leandro","London",94577,"United Kingdom","2005/12/20"
"Yeast Natural Products Laboratory","",4,"Governmental Organizations","https://www.biosustain.dtu.dk/Research/Application-Areas/Natural-Products",25019,"Yeast Natural Products Laboratory, DTU Biosustain, The Novo Nordisk Foundation Center for Biosustain","Pablo Cruz Morales","Kemitorvet  Building 220","Kongens Lyngby","Denmark",2800,"Denmark",""
"Yick-Vic Chemicals & Pharmaceuticals (HK) Ltd.",39948,"","Chemical Vendors","http://www.yickvic.com/",24221,"Yick-Vic Chemicals & Pharmaceuticals (HK) Ltd.","Chris Leung","Room 1006, 10/F, Hewlett Centre, 52-54 Hoi Yuen Road","Kwun Tong","Kowloon",999077,"Hong Kong","2022/01/05"
"Yuhao Chemical",38894,"","Chemical Vendors","http://www.chemyuhao.com",15317,"Hangzhou Yuhao Chemical Technology Co., Ltd","Daphne Chen","31 Jianshe 4 Road, Xiaoshan District,","Hangzhou","Zhejiang",311215,"China","2020/12/03"
"Zancheng Functional Chemicals",15,"","Chemical Vendors, Legacy Depositors","https://zcedta.en.china.cn/","Zancheng Functional Chemicals","ZANCHENG FUNCTIONAL CHEMICALS CO,.LTD","Rechard Qiu","268# Jungong Road","Pudong","Shanghai",200000,"China","2010/07/19"
"zealing chemical",1346,"","Chemical Vendors, Legacy Depositors","http://www.zealing.com",835,"SHANGHAI ZEALING CHEMICAL CO., LTD.","sunny wang","7TH BLOCK, NO.237 XITAI ROAD,SHANGHAI ","SHANGHAI","SHANGHAI",200232,"China","2012/06/14"
"ZeoliteMin",1,"","Chemical Vendors","https://www.zeolitemin.com",24995,"Xiamen Zeolitemin Biotech Co.,Ltd.","Kingson Lee","Zone A,No.666 Yangguang Road","Xiamen","Fujian",361014,"China","2021/10/08"
"ZeroPM - Zero Pollution of Persistent, Mobile Substances",38,"","Research and Development","https://zeropm.eu/",25168,"ZeroPM (c/o Norwegian Geotechnical Institute - NGI)","Sarah Hale","Sognsveien 72","Oslo","","N-0855","Norway","2022/01/07"
"Zhuorui Chemical Technology Co.,Ltd",103,"","Chemical Vendors","https://www.zrchemtech.com/en/",23987,"Zhuorui Chemical Technology Co.,Ltd","Lilly Bao","Anji Tianzihu Modern Industrial Park, Huzhou, Zhejiang, China","Huzhou","Zhejiang",313300,"China","2020/03/06"
"ZINC",13814174,"","Chemical Vendors","http://zinc15.docking.org","ZINC","UCSF","John Irwin","1700 4th St","San Francisco","CA",94143-2550,"United States","2017/08/26"
"Zjartschem",11432,"","Chemical Vendors, Legacy Depositors","http://www.zjartschem.com/eacpzs.asp?dlb_id=12",11849,"Zhejiang Arts & Crafts Imp.& Exp.Co.,Ltd. Chemical Branch","Jocelyn Pan","No.12 Zhongshan Road","Hangzhou","Zhejiang",310003,"China","2018/03/12"
"Zoeller Lab, School of Medicine, Boston University",21741,"","NIH Initiatives","https://www.bumc.bu.edu/phys-biophys/profile/raphael-a-zoeller/",23666,"Boston University School of Medicine","Raphael Zoeller","700 Albany Street","Boston","Massachusetts",02118,"United States","2020/01/16"
